RA,Dec,Region,Edge
105.785,9.775,27,1
105.928,9.446,27,1
106.049,9.118,27,1
106.210,8.752,27,1
106.313,8.423,27,1
106.436,8.058,27,1
106.518,7.618,27,1
106.627,7.383,27,1
106.842,7.176,27,1
106.950,7.010,27,1
106.965,6.813,27,1
106.924,6.557,27,1
106.794,6.343,27,1
106.609,6.128,27,1
106.566,5.842,27,1
106.599,5.477,27,1
106.742,5.254,27,1
106.263,4.883,27,0
105.036,4.348,27,0
103.677,3.790,27,0
102.277,3.280,27,0
101.098,2.906,27,0
100.143,4.851,27,0
99.090,6.938,27,0
98.009,9.139,27,0
96.986,11.157,27,0
96.081,12.846,27,0
94.981,14.990,27,0
96.924,15.554,27,0
100.207,16.035,27,0
105.008,-4.018,28,1
105.219,-4.456,28,1
105.463,-5.020,28,1
105.584,-5.479,28,1
105.617,-5.847,28,1
105.524,-6.318,28,1
105.343,-6.896,28,1
105.073,-7.384,28,1
104.797,-8.016,28,1
104.504,-8.608,28,1
104.249,-9.045,28,1
103.992,-9.342,28,1
103.807,-9.726,28,1
103.731,-10.023,28,1
103.744,-10.287,28,1
103.808,-10.585,28,1
103.928,-10.871,28,1
103.958,-11.135,28,1
103.952,-11.487,28,1
105.026,-11.399,28,0
106.513,-10.846,28,0
107.921,-10.011,28,0
109.617,-9.027,28,0
109.280,-7.104,28,0
108.816,-5.020,28,0
108.535,-3.239,28,0
108.342,-1.529,28,0
107.307,-2.115,28,0
105.306,-3.473,28,0
106.742,5.254,29,1
106.868,5.113,29,1
107.101,4.961,29,1
107.362,4.867,29,1
107.623,4.827,29,1
107.854,4.814,29,1
108.113,4.894,29,1
108.360,5.045,29,1
108.661,5.276,29,1
108.924,5.658,29,1
109.239,6.081,29,1
109.502,6.504,29,1
109.669,6.915,29,1
109.839,7.337,29,1
110.071,7.609,29,1
110.309,7.924,29,1
110.533,8.157,29,1
110.741,8.306,29,1
110.905,8.361,29,1
111.084,8.361,29,1
111.179,8.234,29,1
111.234,8.045,29,1
111.273,7.838,29,1
111.300,7.648,29,1
111.352,7.414,29,1
111.449,7.250,29,1
111.584,7.099,29,1
111.734,6.894,29,1
111.843,6.673,29,1
111.894,6.413,29,1
111.906,6.184,29,1
111.821,5.869,29,1
111.681,5.581,29,1
111.473,5.324,29,1
111.346,5.024,29,1
111.208,4.683,29,1
111.124,4.275,29,1
111.080,3.865,29,1
111.109,3.552,29,1
111.176,3.292,29,1
111.284,3.087,29,1
111.432,2.911,29,1
111.666,2.800,29,1
111.885,2.757,29,1
112.077,2.796,29,1
112.323,2.880,29,1
112.516,2.961,29,1
112.751,3.039,29,1
112.900,3.095,29,1
113.121,3.160,29,1
113.340,3.173,29,1
113.545,3.077,29,1
113.712,2.900,29,1
113.790,2.705,29,1
113.886,2.434,29,1
113.926,2.064,29,1
114.019,1.478,29,1
114.088,0.879,29,1
114.140,0.373,29,1
114.197,-0.023,29,1
114.280,-0.610,29,1
114.417,-0.954,29,1
114.498,-1.273,29,1
114.528,-1.718,29,1
113.664,-1.645,29,0
111.472,-1.787,29,0
109.940,-1.849,29,0
108.113,-1.751,29,0
106.093,-0.438,29,0
104.551,0.473,29,0
102.827,1.558,29,0
101.053,3.036,29,0
102.407,3.616,29,0
104.271,4.399,29,0
105.964,5.154,29,0
103.952,-11.487,30,1
103.886,-11.893,30,1
103.737,-12.289,30,1
103.619,-12.750,30,1
103.596,-13.165,30,1
103.697,-13.585,30,1
